buy_t,sell_t,total_trades,win_rate,total_return,avg_return,sharpe,max_dd
-1.75,-3.0,245,0.5224489795918368,0.04509186816960409,0.00018404844150858812,0.4424622479930368,-0.09430090470940078
-1.75,-2.75,245,0.5224489795918368,0.04509186816960409,0.00018404844150858812,0.4424622479930368,-0.09430090470940078
1.0,-2.5,52,0.4807692307692308,0.03169014113018748,0.0006094257909651438,1.3420338924445763,-0.04072455802784736
1.0,-2.25,52,0.4807692307692308,0.03169014113018748,0.0006094257909651438,1.3420338924445763,-0.04072455802784736
1.0,-1.0,49,0.4489795918367347,0.02951492219711575,0.000602345350961546,1.2049787148027955,-0.05104338416403997
-1.75,-2.5,244,0.5204918032786885,0.028071386877376942,0.00011504666753023337,0.2757723230164823,-0.09430090470940045
1.0,-3.0,52,0.5,0.026027183880939646,0.0005005227669411471,1.116980941703402,-0.04941319188409887
1.0,-2.75,52,0.5,0.026027183880939646,0.0005005227669411471,1.116980941703402,-0.04941319188409887
1.0,-1.5,51,0.47058823529411764,0.02501627217251379,0.0004905151406375253,1.0491151103086473,-0.04270153714447167
1.0,-1.25,51,0.45098039215686275,0.017307161219796245,0.00033935610234894596,0.7281807852684806,-0.04270153714447178
1.0,-2.0,51,0.49019607843137253,0.01565304544620822,0.00030692245972957293,0.6743609240207907,-0.04823579337162409
1.0,-1.75,51,0.49019607843137253,0.01565304544620822,0.00030692245972957293,0.6743609240207907,-0.04823579337162409
2.75,-1.5,3,0.6666666666666666,0.014778321647261125,0.004926107215753708,10.972386483900038,0.0
2.75,-1.25,3,0.6666666666666666,0.014778321647261125,0.004926107215753708,10.972386483900038,0.0
2.75,-1.0,3,0.6666666666666666,0.014778321647261125,0.004926107215753708,10.972386483900038,0.0
2.75,-0.75,3,0.6666666666666666,0.014778321647261125,0.004926107215753708,10.972386483900038,0.0
2.75,-0.5,3,0.6666666666666666,0.014778321647261125,0.004926107215753708,10.972386483900038,0.0
-1.75,-2.25,242,0.5165289256198347,0.01302325007738583,5.381508296440426e-05,0.14025624959687713,-0.09430090470940056
2.75,-0.25,3,0.6666666666666666,0.012223745340946147,0.0040745817803153825,10.946903619985626,0.0
2.75,0.0,3,0.6666666666666666,0.012223745340946147,0.0040745817803153825,10.946903619985626,0.0
2.75,0.25,3,0.6666666666666666,0.011537155113698575,0.0038457183712328584,17.86566534904807,0.0
1.0,-0.75,49,0.4489795918367347,0.009150724256177169,0.00018674947461586058,0.3505474724165066,-0.08183880634224983
2.5,0.25,6,0.5,0.0064058374209591505,0.0010676395701598583,3.763832450023012,-0.008066167400880953
2.75,-2.0,3,0.6666666666666666,0.003421406205302859,0.001140468735100953,10.12183534110623,0.0
2.75,-1.75,3,0.6666666666666666,0.003421406205302859,0.001140468735100953,10.12183534110623,0.0
1.5,-0.25,19,0.42105263157894735,0.0031337391997929014,0.00016493364209436322,0.4420152792048413,-0.02002249575188697
2.75,1.75,3,0.6666666666666666,0.002966959108044731,0.0009889863693482437,1.077197937520978,0.0
3.0,-3.0,1,1.0,0.0026416194289224184,0.0026416194289224184,0.0,0.0
3.0,-2.75,1,1.0,0.0026416194289224184,0.0026416194289224184,0.0,0.0
2.75,-3.0,3,0.6666666666666666,0.0019969391947355043,0.0006656463982451681,6.135753096968957,-0.0014917203983890737
2.75,-2.75,3,0.6666666666666666,0.0019969391947355043,0.0006656463982451681,6.135753096968957,-0.0014917203983890737
2.75,1.5,3,0.6666666666666666,0.0019816533283180844,0.0006605511094393614,0.730412096665016,0.0
1.75,-0.25,15,0.4,0.0007338729974671961,4.892486649781307e-05,0.11678672456372637,-0.020429907525112312
-3.0,-2.5,249,0.4738955823293173,0.0006008122027648943,2.412900412710419e-06,0.007136543439740718,-0.09577294615807719
-2.75,-2.5,249,0.4738955823293173,0.0006008122027648943,2.412900412710419e-06,0.007136543439740718,-0.09577294615807719
-2.5,-2.5,248,0.4596774193548387,0.00016880265909588466,6.806558834511478e-07,0.002057255857331881,-0.1327151562522142
2.75,-2.5,3,0.3333333333333333,-0.00011822207059962399,-3.940735686654133e-05,-0.8844547053784853,-0.00011486124089821192
2.75,-2.25,3,0.3333333333333333,-0.00011822207059962399,-3.940735686654133e-05,-0.8844547053784853,-0.00011486124089821192
3.0,-2.5,1,0.0,-0.0008504009939034777,-0.0008504009939034777,0.0,0.0
3.0,-2.25,1,0.0,-0.0008504009939034777,-0.0008504009939034777,0.0,0.0
3.0,-2.0,1,0.0,-0.0008504009939034777,-0.0008504009939034777,0.0,0.0
3.0,-1.75,1,0.0,-0.0008504009939034777,-0.0008504009939034777,0.0,0.0
3.0,-1.5,1,0.0,-0.0008504009939034777,-0.0008504009939034777,0.0,0.0
3.0,-1.25,1,0.0,-0.0008504009939034777,-0.0008504009939034777,0.0,0.0
3.0,-1.0,1,0.0,-0.0008504009939034777,-0.0008504009939034777,0.0,0.0
3.0,-0.75,1,0.0,-0.0008504009939034777,-0.0008504009939034777,0.0,0.0
3.0,-0.5,1,0.0,-0.0008504009939034777,-0.0008504009939034777,0.0,0.0
3.0,-0.25,1,0.0,-0.0008504009939034777,-0.0008504009939034777,0.0,0.0
3.0,0.0,1,0.0,-0.0008504009939034777,-0.0008504009939034777,0.0,0.0
3.0,0.25,1,0.0,-0.0008504009939034777,-0.0008504009939034777,0.0,0.0
-3.0,-2.25,248,0.4717741935483871,-0.0008926357360094749,-3.5993376451994954e-06,-0.010624771998308476,-0.09577294615807719
-2.75,-2.25,248,0.4717741935483871,-0.0008926357360094749,-3.5993376451994954e-06,-0.010624771998308476,-0.09577294615807719
-2.5,-2.25,247,0.4574898785425101,-0.0013246452796784984,-5.362936354973677e-06,-0.01617743537751176,-0.1327151562522142
1.25,-0.25,32,0.46875,-0.0029472121019415883,-9.210037818567463e-05,-0.19881198422771834,-0.04129101078174169
1.5,-2.5,22,0.4090909090909091,-0.003487359156325793,-0.00015851632528753604,-0.522645183617998,-0.020883159842981835
1.5,-2.25,22,0.4090909090909091,-0.003487359156325793,-0.00015851632528753604,-0.522645183617998,-0.020883159842981835
2.75,1.25,3,0.6666666666666666,-0.004566257254706409,-0.0015220857515688031,-1.87295898179615,0.0
2.5,-1.5,6,0.3333333333333333,-0.004729701121434976,-0.0007882835202391627,-1.546998917593357,-0.01564396475770924
2.5,-1.25,6,0.3333333333333333,-0.004729701121434976,-0.0007882835202391627,-1.546998917593357,-0.01564396475770924
2.5,-1.0,6,0.3333333333333333,-0.004729701121434976,-0.0007882835202391627,-1.546998917593357,-0.01564396475770924
2.5,-0.75,6,0.3333333333333333,-0.004729701121434976,-0.0007882835202391627,-1.546998917593357,-0.01564396475770924
2.5,-0.5,6,0.3333333333333333,-0.004729701121434976,-0.0007882835202391627,-1.546998917593357,-0.01564396475770924
2.75,1.0,3,0.6666666666666666,-0.004823681761338109,-0.0016078939204460362,-1.7298857300142143,0.0
1.5,-1.5,21,0.38095238095238093,-0.00483758041759539,-0.00023036097226644713,-0.7076130750314711,-0.020883159842981946
1.75,-2.5,18,0.3888888888888889,-0.007279504956296671,-0.00040441694201648175,-1.2746324398557642,-0.01564396475770924
1.75,-2.25,18,0.3888888888888889,-0.007279504956296671,-0.00040441694201648175,-1.2746324398557642,-0.01564396475770924
2.5,-0.25,6,0.3333333333333333,-0.007284277427749956,-0.0012140462379583259,-2.5940264417985133,-0.01564396475770924
1.75,-1.5,17,0.35294117647058826,-0.008629726217566271,-0.0005076309539744866,-1.4743398842091047,-0.01564396475770924
1.75,-1.25,17,0.35294117647058826,-0.008629726217566271,-0.0005076309539744866,-1.4743398842091047,-0.01564396475770924
1.5,-3.0,22,0.45454545454545453,-0.009150316405573613,-0.00041592347298061876,-1.4931611281708077,-0.027825301147720194
1.5,-2.75,22,0.45454545454545453,-0.009150316405573613,-0.00041592347298061876,-1.4931611281708077,-0.027825301147720194
1.5,-0.5,19,0.3684210526315789,-0.009190142570147417,-0.0004836917142182851,-1.2996395993962473,-0.017549308363589033
2.25,-1.5,10,0.4,-0.009548471047913308,-0.0009548471047913308,-2.346298361334023,-0.01564396475770924
2.25,-1.25,10,0.4,-0.009548471047913308,-0.0009548471047913308,-2.346298361334023,-0.01564396475770924
2.75,0.5,3,0.6666666666666666,-0.009620901521565774,-0.003206967173855258,-3.7602197772232366,0.0
2.75,0.75,3,0.6666666666666666,-0.009620901521565774,-0.003206967173855258,-3.7602197772232366,0.0
2.5,0.0,6,0.3333333333333333,-0.010900400775767642,-0.0018167334626279404,-3.4199308561162365,-0.01926008810572688
1.5,-2.0,21,0.42857142857142855,-0.011405985578414301,-0.000543142170400681,-1.9217377751227538,-0.026621163835355288
1.5,-1.75,21,0.42857142857142855,-0.011405985578414301,-0.000543142170400681,-1.9217377751227538,-0.026621163835355288
1.75,-0.5,15,0.3333333333333333,-0.011590008772473119,-0.0007726672514982079,-1.8544859154578206,-0.017957748329456957
-2.25,-2.5,247,0.46153846153846156,-0.012356270530668954,-5.002538676384192e-05,-0.15145351998260062,-0.13271515625221475
-2.0,-2.5,247,0.46153846153846156,-0.012356270530668954,-5.002538676384192e-05,-0.15145351998260062,-0.13271515625221475
1.5,-1.25,21,0.3333333333333333,-0.012546691370312935,-0.0005974614938244254,-1.8828945060059101,-0.020883159842981946
1.75,-3.0,18,0.4444444444444444,-0.012942462205544496,-0.0007190256780858054,-2.5051256045995443,-0.02205811165569327
1.75,-2.75,18,0.4444444444444444,-0.012942462205544496,-0.0007190256780858054,-2.5051256045995443,-0.02205811165569327
2.0,-0.25,12,0.3333333333333333,-0.01353921719648774,-0.0011282680997073116,-2.647741871941218,-0.030681347078521548
2.5,-3.0,7,0.42857142857142855,-0.013830947390552557,-0.001975849627221794,-5.816510315869193,-0.017305580620470384
2.5,-2.75,7,0.42857142857142855,-0.013830947390552557,-0.001975849627221794,-5.816510315869193,-0.017305580620470384
-2.25,-2.25,246,0.45934959349593496,-0.013849718469443334,-5.62996685749729e-05,-0.170114417689638,-0.13271515625221475
-2.0,-2.25,246,0.45934959349593496,-0.013849718469443334,-5.62996685749729e-05,-0.170114417689638,-0.13271515625221475
2.0,0.25,12,0.3333333333333333,-0.01482864411288798,-0.001235720342740665,-3.3169768868355485,-0.03196216681596764
2.25,-1.0,8,0.375,-0.014851746021605184,-0.001856468252700648,-3.788930320729016,-0.02041225903969157
2.25,-0.75,8,0.375,-0.014851746021605184,-0.001856468252700648,-3.788930320729016,-0.02041225903969157
2.25,-0.5,8,0.375,-0.014851746021605184,-0.001856468252700648,-3.788930320729016,-0.02041225903969157
1.75,-2.0,17,0.4117647058823529,-0.015198131378385184,-0.0008940077281403049,-3.0624990854436933,-0.020846831092158236
1.75,-1.75,17,0.4117647058823529,-0.015198131378385184,-0.0008940077281403049,-3.0624990854436933,-0.020846831092158236
2.5,-2.0,6,0.3333333333333333,-0.016086616563393243,-0.0026811027605655405,-7.590596754151005,-0.016088413563535964
2.5,-1.75,6,0.3333333333333333,-0.016086616563393243,-0.0026811027605655405,-7.590596754151005,-0.016088413563535964
1.75,-1.0,15,0.3333333333333333,-0.016979709414296343,-0.0011319806276197562,-2.886492793714876,-0.017957748329456846
1.75,-0.75,15,0.3333333333333333,-0.016979709414296343,-0.0011319806276197562,-2.886492793714876,-0.017957748329456846
2.25,-0.25,8,0.375,-0.01740632232792016,-0.00217579029099002,-4.758895972496496,-0.022878239334985895
1.25,-2.25,36,0.4166666666666667,-0.017609005819213513,-0.0004891390505337087,-1.515923646444695,-0.0382401021440657
2.0,-2.5,15,0.3333333333333333,-0.018057726501338897,-0.0012038484334225932,-3.8592182414827474,-0.021671233091449693
2.0,-2.25,15,0.3333333333333333,-0.018057726501338897,-0.0012038484334225932,-3.8592182414827474,-0.021671233091449693
1.25,-2.5,36,0.4166666666666667,-0.018456875461520604,-0.000512690985042239,-1.5908471904786827,-0.03905406194922134
2.25,-3.0,11,0.45454545454545453,-0.018649717317030887,-0.0016954288470028079,-5.690541173453446,-0.023987013513876332
2.25,-2.75,11,0.45454545454545453,-0.018649717317030887,-0.0016954288470028079,-5.690541173453446,-0.023987013513876332
2.25,0.25,8,0.375,-0.018695749244320402,-0.0023369686555400502,-6.230131540534203,-0.014768118477856973
3.0,1.25,1,0.0,-0.01925653187175423,-0.01925653187175423,0.0,0.0
3.0,1.5,1,0.0,-0.01925653187175423,-0.01925653187175423,0.0,0.0
3.0,1.75,1,0.0,-0.01925653187175423,-0.01925653187175423,0.0,0.0
2.0,-1.5,14,0.2857142857142857,-0.019407947762608492,-0.0013862819830434637,-4.0309806023857195,-0.02302453005519678
2.0,-1.25,14,0.2857142857142857,-0.019407947762608492,-0.0013862819830434637,-4.0309806023857195,-0.02302453005519678
-3.0,-3.0,249,0.5180722891566265,-0.019440687981864577,-7.807505213600232e-05,-0.17644696421079017,-0.1629077120337581
-3.0,-2.75,249,0.5180722891566265,-0.019440687981864577,-7.807505213600232e-05,-0.17644696421079017,-0.1629077120337581
-2.75,-3.0,249,0.5180722891566265,-0.019440687981864577,-7.807505213600232e-05,-0.17644696421079017,-0.1629077120337581
-2.75,-2.75,249,0.5180722891566265,-0.019440687981864577,-7.807505213600232e-05,-0.17644696421079017,-0.1629077120337581
2.5,-2.5,6,0.16666666666666666,-0.019486143544590308,-0.003247690590765051,-9.916258096210596,-0.019421808458833567
2.5,-2.25,6,0.16666666666666666,-0.019486143544590308,-0.003247690590765051,-9.916258096210596,-0.019421808458833567
-2.5,-3.0,248,0.5,-0.019862933131185607,-8.009247230316777e-05,-0.18302841676757176,-0.16290771203375798
-2.5,-2.75,248,0.5,-0.019862933131185607,-8.009247230316777e-05,-0.18302841676757176,-0.16290771203375798
1.75,0.25,14,0.35714285714285715,-0.02027838129280013,-0.0014484558066285807,-3.7241260789259116,-0.0260299104982612
1.5,-1.0,19,0.3157894736842105,-0.020896674567043007,-0.0010998249772127898,-3.0982351754305517,-0.02374911878005692
1.5,-0.75,19,0.3157894736842105,-0.020896674567043007,-0.0010998249772127898,-3.0982351754305517,-0.02374911878005692
2.25,-2.0,10,0.4,-0.020905386489871572,-0.0020905386489871573,-6.886927220983029,-0.02618161012678455
2.25,-1.75,10,0.4,-0.020905386489871572,-0.0020905386489871573,-6.886927220983029,-0.02618161012678455
3.0,0.5,1,0.0,-0.022008457629167828,-0.022008457629167828,0.0,0.0
3.0,0.75,1,0.0,-0.022008457629167828,-0.022008457629167828,0.0,0.0
3.0,1.0,1,0.0,-0.022008457629167828,-0.022008457629167828,0.0,0.0
0.25,-2.25,128,0.3828125,-0.02342477743874153,-0.0001830060737401682,-0.41193109125444816,-0.09242359195865801
1.25,-1.5,35,0.4,-0.02349666419988766,-0.0006713332628539331,-1.9847188534960294,-0.03870562681081391
2.0,-3.0,15,0.4,-0.02372068375058672,-0.0015813789167057814,-5.8424976589791004,-0.027144160460786382
2.0,-2.75,15,0.4,-0.02372068375058672,-0.0015813789167057814,-5.8424976589791004,-0.027144160460786382
1.25,-3.0,36,0.4444444444444444,-0.02411983271076843,-0.0006699953530769009,-2.1742841855641224,-0.04775782631768177
1.25,-2.75,36,0.4444444444444444,-0.02411983271076843,-0.0006699953530769009,-2.1742841855641224,-0.04775782631768177
0.25,-2.5,128,0.3828125,-0.024272647081048614,-0.0001896300553206923,-0.4269039994212253,-0.09242359195865801
2.25,-2.5,10,0.3,-0.024304913471068636,-0.0024304913471068636,-8.391963598224004,-0.029480810272914604
2.25,-2.25,10,0.3,-0.024304913471068636,-0.0024304913471068636,-8.391963598224004,-0.029480810272914604
2.0,-2.0,14,0.35714285714285715,-0.025976352923427405,-0.0018554537802448147,-6.7887157666125235,-0.02933165812717231
2.0,-1.75,14,0.35714285714285715,-0.025976352923427405,-0.0018554537802448147,-6.7887157666125235,-0.02933165812717231
1.25,-0.75,32,0.40625,-0.02654620855737848,-0.0008295690174180774,-2.2170729627873063,-0.04649870615693974
2.0,-1.0,12,0.25,-0.027757930959338567,-0.0023131609132782138,-5.828957714489222,-0.028235059630845605
2.0,-0.75,12,0.25,-0.027757930959338567,-0.0023131609132782138,-5.828957714489222,-0.028235059630845605
2.0,-0.5,12,0.25,-0.028384948293468812,-0.002365412357789068,-5.94368554837827,-0.028235059630845716
1.75,0.0,15,0.3333333333333333,-0.0293796115527856,-0.0019586407701857067,-4.124784516730669,-0.030512245763016477
0.25,-3.0,128,0.390625,-0.029935604330296434,-0.0002338719088304409,-0.529683528118604,-0.09750071933275006
0.25,-2.75,128,0.390625,-0.029935604330296434,-0.0002338719088304409,-0.529683528118604,-0.09750071933275006
1.25,-2.0,35,0.42857142857142855,-0.030065069360706572,-0.0008590019817344735,-2.7347872746408566,-0.04577079105876536
1.25,-1.75,35,0.42857142857142855,-0.030065069360706572,-0.0008590019817344735,-2.7347872746408566,-0.04577079105876536
2.5,0.75,6,0.5,-0.03104356075778618,-0.005173926792964363,-6.428022016541734,-0.026101221256595974
1.25,-1.25,35,0.37142857142857144,-0.031205775152605204,-0.0008915935757887201,-2.678019322570542,-0.03870562681081369
2.0,0.0,12,0.25,-0.032134882309614775,-0.0026779068591345646,-5.750696754624416,-0.0442524048860482
-2.25,-3.0,247,0.5020242914979757,-0.03238800632095048,-0.00013112553166376713,-0.29969349241233556,-0.16290771203375798
-2.25,-2.75,247,0.5020242914979757,-0.03238800632095048,-0.00013112553166376713,-0.29969349241233556,-0.16290771203375798
-2.0,-3.0,247,0.5020242914979757,-0.03238800632095048,-0.00013112553166376713,-0.29969349241233556,-0.16290771203375798
-2.0,-2.75,247,0.5020242914979757,-0.03238800632095048,-0.00013112553166376713,-0.29969349241233556,-0.16290771203375798
0.25,-2.0,125,0.392,-0.03288621357660639,-0.0002630897086128511,-0.5884764602135676,-0.100926210613698
1.5,0.0,19,0.3157894736842105,-0.03464467946466861,-0.0018234041823509794,-4.327612280971306,-0.035612815267676456
2.25,0.0,8,0.25,-0.03600198744104719,-0.004500248430130899,-9.118667689121699,-0.0264677869032367
0.25,-1.75,125,0.392,-0.03615338579761087,-0.00028922708638088695,-0.6448299553922039,-0.1038864894814382
2.5,1.0,6,0.5,-0.036822790774203466,-0.006137131795700578,-8.042629630837961,-0.026101221256596085
1.25,-1.0,32,0.375,-0.03892565090069815,-0.001216426590646817,-3.3817317936729396,-0.046498706156940184
0.25,2.5,1,0.0,-0.03983957409587075,-0.03983957409587075,0.0,0.0
0.25,2.75,1,0.0,-0.03983957409587075,-0.03983957409587075,0.0,0.0
0.25,3.0,1,0.0,-0.03983957409587075,-0.03983957409587075,0.0,0.0
0.5,2.5,1,0.0,-0.03983957409587075,-0.03983957409587075,0.0,0.0
0.5,2.75,1,0.0,-0.03983957409587075,-0.03983957409587075,0.0,0.0
0.5,3.0,1,0.0,-0.03983957409587075,-0.03983957409587075,0.0,0.0
0.75,2.5,1,0.0,-0.03983957409587075,-0.03983957409587075,0.0,0.0
0.75,2.75,1,0.0,-0.03983957409587075,-0.03983957409587075,0.0,0.0
0.75,3.0,1,0.0,-0.03983957409587075,-0.03983957409587075,0.0,0.0
2.5,0.5,6,0.5,-0.040073265572771126,-0.006678877595461854,-9.258994823836774,-0.026101221256596085
1.5,0.25,18,0.3333333333333333,-0.04060010267162937,-0.002255561259534965,-5.749030889277133,-0.045767381670638096
0.75,-2.5,74,0.3918918918918919,-0.04076972116079878,-0.0005509421778486321,-1.2688710774517074,-0.09906127700229439
0.75,-2.25,74,0.3918918918918919,-0.04076972116079878,-0.0005509421778486321,-1.2688710774517074,-0.09906127700229439
-1.0,2.5,1,0.0,-0.04087433336549318,-0.04087433336549318,0.0,0.0
-1.0,2.75,1,0.0,-0.04087433336549318,-0.04087433336549318,0.0,0.0
-1.0,3.0,1,0.0,-0.04087433336549318,-0.04087433336549318,0.0,0.0
-0.75,2.5,1,0.0,-0.04087433336549318,-0.04087433336549318,0.0,0.0
-0.75,2.75,1,0.0,-0.04087433336549318,-0.04087433336549318,0.0,0.0
-0.75,3.0,1,0.0,-0.04087433336549318,-0.04087433336549318,0.0,0.0
-0.5,2.5,1,0.0,-0.041485407100687134,-0.041485407100687134,0.0,0.0
-0.5,2.75,1,0.0,-0.041485407100687134,-0.041485407100687134,0.0,0.0
-0.5,3.0,1,0.0,-0.041485407100687134,-0.041485407100687134,0.0,0.0
-0.25,2.5,1,0.0,-0.041485407100687134,-0.041485407100687134,0.0,0.0
-0.25,2.75,1,0.0,-0.041485407100687134,-0.041485407100687134,0.0,0.0
-0.25,3.0,1,0.0,-0.041485407100687134,-0.041485407100687134,0.0,0.0
0.0,2.5,1,0.0,-0.041485407100687134,-0.041485407100687134,0.0,0.0
0.0,2.75,1,0.0,-0.041485407100687134,-0.041485407100687134,0.0,0.0
0.0,3.0,1,0.0,-0.041485407100687134,-0.041485407100687134,0.0,0.0
-1.0,2.25,2,0.0,-0.04178739513634812,-0.02089369756817406,-15.49996033523897,-0.039103957783641174
-0.75,2.25,2,0.0,-0.04178739513634812,-0.02089369756817406,-15.49996033523897,-0.039103957783641174
-0.5,2.25,2,0.0,-0.042422800879629005,-0.021211400439814503,-16.015052235407193,-0.039103957783641174
-0.25,2.25,2,0.0,-0.042422800879629005,-0.021211400439814503,-16.015052235407193,-0.039103957783641174
0.0,2.25,2,0.0,-0.042422800879629005,-0.021211400439814503,-16.015052235407193,-0.039103957783641174
1.0,-0.5,46,0.41304347826086957,-0.04336712744315061,-0.0009427636400684916,-1.684236975076571,-0.09801577848542442
1.25,2.25,1,0.0,-0.04378704646592306,-0.04378704646592306,0.0,0.0
1.25,2.5,1,0.0,-0.04378704646592306,-0.04378704646592306,0.0,0.0
1.25,2.75,1,0.0,-0.04378704646592306,-0.04378704646592306,0.0,0.0
1.25,3.0,1,0.0,-0.04378704646592306,-0.04378704646592306,0.0,0.0
1.5,2.25,1,0.0,-0.04378704646592306,-0.04378704646592306,0.0,0.0
1.5,2.5,1,0.0,-0.04378704646592306,-0.04378704646592306,0.0,0.0
1.5,2.75,1,0.0,-0.04378704646592306,-0.04378704646592306,0.0,0.0
1.5,3.0,1,0.0,-0.04378704646592306,-0.04378704646592306,0.0,0.0
1.75,2.25,1,0.0,-0.04378704646592306,-0.04378704646592306,0.0,0.0
1.75,2.5,1,0.0,-0.04378704646592306,-0.04378704646592306,0.0,0.0
1.75,2.75,1,0.0,-0.04378704646592306,-0.04378704646592306,0.0,0.0
1.75,3.0,1,0.0,-0.04378704646592306,-0.04378704646592306,0.0,0.0
1.0,-0.25,45,0.4444444444444444,-0.04537972868527633,-0.001008438415228363,-2.1157038856046158,-0.0904793874285984
1.0,2.25,1,0.0,-0.04576005416571421,-0.04576005416571421,0.0,0.0
1.0,2.5,1,0.0,-0.04576005416571421,-0.04576005416571421,0.0,0.0
1.0,2.75,1,0.0,-0.04576005416571421,-0.04576005416571421,0.0,0.0
1.0,3.0,1,0.0,-0.04576005416571421,-0.04576005416571421,0.0,0.0
1.75,0.75,14,0.42857142857142855,-0.04619201263620271,-0.0032994294740144796,-5.1785758618189375,-0.04601571313145281
0.75,-3.0,74,0.40540540540540543,-0.04643267841004659,-0.0006274686271627918,-1.461767400100481,-0.1041012721061596
0.75,-2.75,74,0.40540540540540543,-0.04643267841004659,-0.0006274686271627918,-1.461767400100481,-0.1041012721061596
2.0,0.75,12,0.4166666666666667,-0.048196654061429596,-0.004016387838452466,-6.430108311896392,-0.058799570839567994
0.25,2.25,2,0.0,-0.04869827077216441,-0.024349135386082205,-14.464146774196747,-0.04709079519782211
0.5,2.25,2,0.0,-0.04869827077216441,-0.024349135386082205,-14.464146774196747,-0.04709079519782211
