Date,open,high,low,close,buy_score,sell_score,buy_score_z,sell_score_z,signal_score
2025-08-01 08:00:00,115081.76,115340.0,114116.0,115305.65,-1.1853828878219015,1.1622643502948533,-1.1853828878219015,1.1622643502948533,-2.347647238116755
2025-08-01 12:00:00,115305.64,116019.3,113988.47,115357.82,-2.071498159712788,1.3137074098222172,-2.071498159712788,1.3137074098222172,-3.385205569535005
2025-08-01 16:00:00,115357.82,115695.52,113221.93,113328.68,-2.5907118730433596,1.8289644215636025,-2.5907118730433596,1.8289644215636025,-4.419676294606962
2025-08-01 20:00:00,113328.67,114094.08,112722.58,113297.93,-2.4886084208884762,2.2775299860381057,-2.4886084208884762,2.2775299860381057,-4.766138406926582
2025-08-02 00:00:00,113297.92,113921.94,113198.63,113909.86,-0.6781489815840639,0.23274599808916102,-0.6781489815840639,0.23274599808916102,-0.9108949796732249
2025-08-02 04:00:00,113909.87,114063.49,113469.43,113982.49,0.0022863134212511116,-0.4683970275074736,0.0022863134212511116,-0.4683970275074736,0.4706833409287247
2025-08-02 08:00:00,113982.49,114040.29,113425.58,113787.12,0.8727302228486241,-1.0869450666913254,0.8727302228486241,-1.0869450666913254,1.9596752895399496
2025-08-02 12:00:00,113787.11,113787.12,112802.31,112840.71,-0.3144597861108133,-0.014786724207941367,-0.3144597861108133,-0.014786724207941367,-0.29967306190287196
2025-08-02 16:00:00,112840.7,113420.0,112003.0,112229.42,-1.4028296974519112,1.453282721263704,-1.4028296974519112,1.453282721263704,-2.8561124187156155
2025-08-02 20:00:00,112229.42,113058.82,112069.86,112546.35,-2.0365703665890487,1.899641212502258,-2.0365703665890487,1.899641212502258,-3.9362115790913066
2025-08-03 00:00:00,112546.35,113740.69,111920.0,113604.2,-2.7396874296899854,2.324307326793187,-2.7396874296899854,2.324307326793187,-5.063994756483172
2025-08-03 04:00:00,113604.2,113720.16,113341.06,113700.0,0.15931939957914362,-0.7262840762429509,0.15931939957914362,-0.7262840762429509,0.8856034758220945
2025-08-03 08:00:00,113700.0,114260.31,113551.0,113862.18,-2.0158763590777498,1.8889211424990697,-2.0158763590777498,1.8889211424990697,-3.9047975015768195
2025-08-03 12:00:00,113862.19,114098.45,113579.69,113959.06,-1.1351716971884458,0.857461701957526,-1.1351716971884458,0.857461701957526,-1.992633399145972
2025-08-03 16:00:00,113959.06,114799.97,113775.55,114313.19,-1.9070086492136846,1.6264248761992817,-1.9070086492136846,1.6264248761992817,-3.533433525412966
2025-08-03 20:00:00,114313.19,114612.24,114066.56,114208.8,-0.8368088169017006,0.6464659720716144,-0.8368088169017006,0.6464659720716144,-1.4832747889733149
2025-08-04 00:00:00,114208.81,115000.0,114107.6,114570.61,-1.0795027900776157,1.3021122308609374,-1.0795027900776157,1.3021122308609374,-2.381615020938553
2025-08-04 04:00:00,114570.61,114778.5,114148.58,114652.97,0.7978810184311036,-0.7699900786351065,0.7978810184311036,-0.7699900786351065,1.56787109706621
2025-08-04 08:00:00,114652.98,114750.0,114217.97,114493.09,1.0803384966861986,-0.6383172680556162,1.0803384966861986,-0.6383172680556162,1.7186557647418148
2025-08-04 12:00:00,114493.09,115466.0,114121.0,114826.0,-0.49119590083210607,0.253430309543847,-0.49119590083210607,0.253430309543847,-0.7446262103759531
2025-08-04 16:00:00,114826.01,115720.0,114732.65,114777.62,-1.08239947887723,1.2220290795408288,-1.08239947887723,1.2220290795408288,-2.304428558418059
2025-08-04 20:00:00,114777.62,115340.0,114616.33,115055.03,0.683653645651937,-1.057208300177559,0.683653645651937,-1.057208300177559,1.7408619458294958
2025-08-05 00:00:00,115055.03,115127.81,114256.85,114256.85,1.8749099015976693,-1.5888822126775728,1.8749099015976693,-1.5888822126775728,3.4637921142752424
2025-08-05 04:00:00,114256.85,114500.66,113725.72,113969.7,0.6512109322629988,-0.22347609986248415,0.6512109322629988,-0.22347609986248415,0.8746870321254829
2025-08-05 08:00:00,113969.7,115096.73,113928.87,114827.07,-0.43212218017542936,-0.019124057287317756,-0.43212218017542936,-0.019124057287317756,-0.4129981228881116
2025-08-05 12:00:00,114827.07,114893.13,112650.0,112934.0,-1.6876181177745244,1.655784304973576,-1.6876181177745244,1.655784304973576,-3.3434024227481007
2025-08-05 16:00:00,112934.0,113763.27,112815.68,113616.52,-1.120857188519274,1.8250494553417855,-1.120857188519274,1.8250494553417855,-2.9459066438610595
2025-08-05 20:00:00,113616.51,114228.88,113304.0,114129.75,0.5037897119684787,-0.21857294248698658,0.5037897119684787,-0.21857294248698658,0.7223626544554652
2025-08-06 00:00:00,114129.75,114139.38,113400.0,113509.97,-0.19742970211737532,0.538909637151659,-0.19742970211737532,0.538909637151659,-0.7363393392690343
2025-08-06 04:00:00,113509.98,114417.02,113355.13,114227.91,0.41284727358917417,-0.12324604571352489,0.41284727358917417,-0.12324604571352489,0.5360933193026991
2025-08-06 08:00:00,114227.9,114404.23,113727.57,114226.69,-0.49569220021809657,0.45965184019978905,-0.49569220021809657,0.45965184019978905,-0.9553440404178857
2025-08-06 12:00:00,114226.68,115515.09,113579.9,115413.87,-0.39022049653561264,-0.5019278518211878,-0.39022049653561264,-0.5019278518211878,0.11170735528557518
2025-08-06 16:00:00,115413.87,115716.0,114942.18,115259.99,0.3468616884508784,-0.8020486701707203,0.3468616884508784,-0.8020486701707203,1.1489103586215987
2025-08-06 20:00:00,115260.0,115260.0,114793.01,114992.27,1.1907190256120528,-1.1055685577580343,1.1907190256120528,-1.1055685577580343,2.296287583370087
2025-08-07 00:00:00,114992.27,115185.58,114404.22,114546.03,0.18265109491707457,-0.5344484467536176,0.18265109491707457,-0.5344484467536176,0.7170995416706921
2025-08-07 04:00:00,114546.03,114876.79,114259.0,114787.99,1.1219112951144423,-0.7947746620018787,1.1219112951144423,-0.7947746620018787,1.916685957116321
2025-08-07 08:00:00,114787.99,116828.93,114787.98,116519.53,-1.308410272482532,0.9235568097716168,-1.308410272482532,0.9235568097716168,-2.231967082254149
2025-08-07 12:00:00,116519.54,116791.11,116035.84,116689.81,-0.22986045726326762,0.11714462845517082,-0.22986045726326762,0.11714462845517082,-0.34700508571843847
2025-08-07 16:00:00,116689.8,117520.0,115632.31,117461.98,-0.43832850831730535,0.11538561012462029,-0.43832850831730535,0.11538561012462029,-0.5537141184419256
2025-08-07 20:00:00,117461.99,117621.0,117012.0,117472.01,0.5287226487233414,-0.4380678385164476,0.5287226487233414,-0.4380678385164476,0.966790487239789
2025-08-08 00:00:00,117472.02,117630.0,116694.28,116737.35,-0.08014325430355967,0.007745585037313701,-0.08014325430355967,0.007745585037313701,-0.08788883934087338
2025-08-08 04:00:00,116737.34,116973.3,116401.0,116817.19,1.1137438151127173,-1.2582122595535117,1.1137438151127173,-1.2582122595535117,2.3719560746662287
2025-08-08 08:00:00,116817.2,116914.6,116317.08,116891.51,0.4235857758462144,-0.7304727696962277,0.4235857758462144,-0.7304727696962277,1.154058545542442
2025-08-08 12:00:00,116891.51,117271.73,115878.71,116207.69,-0.7336373203852432,1.0463906743517912,-0.7336373203852432,1.0463906743517912,-1.7800279947370345
2025-08-08 16:00:00,116207.7,116900.0,116006.14,116453.41,-0.5693908521223198,0.8176248169762931,-0.5693908521223198,0.8176248169762931,-1.3870156690986128
2025-08-08 20:00:00,116453.41,116980.0,116319.06,116674.74,1.2433831279950014,-1.0451840927489238,1.2433831279950014,-1.0451840927489238,2.288567220743925
2025-08-09 00:00:00,116674.74,116750.0,116299.13,116384.01,-0.8145348346042948,0.823454220719079,-0.8145348346042948,0.823454220719079,-1.6379890553233738
2025-08-09 04:00:00,116384.01,116980.0,116339.45,116756.01,0.2997103361130004,0.00031861875276755733,0.2997103361130004,0.00031861875276755733,0.29939171736023285
2025-08-09 08:00:00,116756.0,117944.05,116756.0,117110.0,2.1029894712502695,-1.4876579307765683,2.1029894712502695,-1.4876579307765683,3.5906474020268377
2025-08-09 12:00:00,117110.0,117238.04,116700.01,116892.47,2.001272655884823,-1.1315204513884647,2.001272655884823,-1.1315204513884647,3.1327931072732875
2025-08-09 16:00:00,116892.48,116947.16,116500.0,116535.69,1.3284660272807964,-0.5967363905358879,1.3284660272807964,-0.5967363905358879,1.9252024178166844
2025-08-09 20:00:00,116535.68,117021.16,116359.89,116462.25,1.173535030352201,-0.486640537924284,1.173535030352201,-0.486640537924284,1.660175568276485
2025-08-10 00:00:00,116462.25,118500.0,116460.63,118500.0,-0.7181992286103605,0.6154821694056811,-0.7181992286103605,0.6154821694056811,-1.3336813980160416
2025-08-10 04:00:00,118500.0,118741.77,117466.34,117808.3,-0.9087538315786574,0.7531784642280368,-0.9087538315786574,0.7531784642280368,-1.6619322958066942
2025-08-10 08:00:00,117808.29,118500.0,117608.01,118330.58,0.08728410661009098,-0.21884486802600608,0.08728410661009098,-0.21884486802600608,0.30612897463609706
2025-08-10 12:00:00,118330.58,119113.94,118232.0,118815.0,0.2142686895357568,-0.33923990042807567,0.2142686895357568,-0.33923990042807567,0.5535085899638325
2025-08-10 16:00:00,118815.0,118944.24,118433.8,118663.08,0.4052059562815761,-0.5940256328187571,0.4052059562815761,-0.5940256328187571,0.9992315891003332
2025-08-10 20:00:00,118663.09,119311.11,118074.99,119294.01,0.36536109044595744,-0.3061499613983166,0.36536109044595744,-0.3061499613983166,0.671511051844274
2025-08-11 00:00:00,119294.27,122164.07,118972.59,121728.99,-0.5255638913517376,-0.19792359686749075,-0.5255638913517376,-0.19792359686749075,-0.3276402944842469
2025-08-11 04:00:00,121729.0,122335.16,121466.08,121537.15,-0.5255638913517376,-0.19792359686749075,-0.5255638913517376,-0.19792359686749075,-0.3276402944842469
2025-08-11 08:00:00,121537.14,121823.0,120286.4,120561.54,-0.5255638913517376,-0.19792359686749075,-0.5255638913517376,-0.19792359686749075,-0.3276402944842469
2025-08-11 12:00:00,120561.53,120667.54,119382.91,120314.4,-0.5255638913517376,-0.19792359686749075,-0.5255638913517376,-0.19792359686749075,-0.3276402944842469
2025-08-11 16:00:00,120314.4,120794.05,118604.17,119089.3,0.10235149285044325,0.13493025824183932,0.10235149285044325,0.13493025824183932,-0.03257876539139608
2025-08-11 20:00:00,119089.3,119172.63,118050.11,118686.0,0.8186024184474938,-0.4787377019464534,0.8186024184474938,-0.4787377019464534,1.2973401203939472
2025-08-12 00:00:00,118686.0,119275.46,118593.39,118857.7,1.2794850637566282,-1.0753848229265732,1.2794850637566282,-1.0753848229265732,2.3548698866832014
2025-08-12 04:00:00,118857.7,119158.06,118424.86,118986.72,0.07615098233250067,0.04314689114876331,0.07615098233250067,0.04314689114876331,0.033004091183737365
2025-08-12 08:00:00,118986.73,119058.43,118207.47,118522.22,-0.9504402668436663,1.344913930159571,-0.9504402668436663,1.344913930159571,-2.2953541970032374
2025-08-12 12:00:00,118522.22,119960.0,118285.0,119933.0,-0.4403853261215394,-0.05715964205804505,-0.4403853261215394,-0.05715964205804505,-0.38322568406349433
2025-08-12 16:00:00,119933.0,120192.1,119172.62,119665.27,0.4512571502590347,-0.30456939420274565,0.4512571502590347,-0.30456939420274565,0.7558265444617803
2025-08-12 20:00:00,119665.27,120324.43,119485.84,120134.08,0.2191715691853974,0.16626967661414727,0.2191715691853974,0.16626967661414727,0.052901892571250136
2025-08-13 00:00:00,120134.09,120192.1,119094.28,119482.01,-0.23600699418989618,0.3618266275365618,-0.23600699418989618,0.3618266275365618,-0.5978336217264579
2025-08-13 04:00:00,119482.01,119820.18,118920.92,119580.4,-0.8342181026611324,0.640295374841457,-0.8342181026611324,0.640295374841457,-1.4745134775025894
2025-08-13 08:00:00,119580.4,120732.94,119446.22,120570.41,-1.2015633708495554,1.5735693177848422,-1.2015633708495554,1.5735693177848422,-2.7751326886343977
2025-08-13 12:00:00,120570.41,122200.0,120106.02,120920.62,-0.8396471450048458,1.0521605943829158,-0.8396471450048458,1.0521605943829158,-1.8918077393877617
2025-08-13 16:00:00,120920.61,122839.47,120920.61,122744.21,0.20531196549287745,-0.509397306471203,0.20531196549287745,-0.509397306471203,0.7147092719640804
2025-08-13 20:00:00,122744.22,123667.79,122298.2,123306.43,0.07148726754383179,-0.2999636553855602,0.07148726754383179,-0.2999636553855602,0.37145092292939197
2025-08-14 00:00:00,123306.44,124474.0,123250.5,123337.14,0.8040970696303881,-1.449197462351117,0.8040970696303881,-1.449197462351117,2.253294531981505
2025-08-14 04:00:00,123337.14,123428.6,121313.86,121725.31,0.3571936104442324,-0.6062622820747545,0.3571936104442324,-0.6062622820747545,0.9634558925189869
2025-08-14 08:00:00,121725.31,122045.9,120694.0,120949.67,0.6610645245344635,-0.6169863455199419,0.6610645245344635,-0.6169863455199419,1.2780508700544053
2025-08-14 12:00:00,120949.66,121183.06,117632.0,118257.25,-1.3306884792807945,1.148430732869859,-1.3306884792807945,1.148430732869859,-2.4791192121506533
2025-08-14 16:00:00,118257.26,118535.0,117180.0,117945.92,-0.27640193920571554,0.39924188217139467,-0.27640193920571554,0.39924188217139467,-0.6756438213771102
2025-08-14 20:00:00,117945.92,118516.81,117302.33,118295.09,-0.33827388873556113,0.587669285367572,-0.33827388873556113,0.587669285367572,-0.9259431741031332
2025-08-15 00:00:00,118295.09,119077.71,118032.32,118968.91,0.9271115158641543,-0.6111399464309667,0.9271115158641543,-0.6111399464309667,1.538251462295121
2025-08-15 04:00:00,118968.91,119216.82,118629.58,118956.45,0.39514907387827736,-0.28844081066949634,0.39514907387827736,-0.28844081066949634,0.6835898845477737
2025-08-15 08:00:00,118956.45,119144.5,118600.0,119006.01,-0.05558102308315521,-0.27355288740803047,-0.05558102308315521,-0.27355288740803047,0.21797186432487525
2025-08-15 12:00:00,119006.01,119130.77,116827.29,117275.22,-1.2909034046604053,1.4630145908261358,-1.2909034046604053,1.4630145908261358,-2.753917995486541
2025-08-15 16:00:00,117275.23,117882.35,116803.99,116936.27,-1.741310629059581,1.9437704461442442,-1.741310629059581,1.9437704461442442,-3.685081075203825
2025-08-15 20:00:00,116936.28,117761.88,116862.5,117342.05,-1.1442594701640116,1.8417303876261748,-1.1442594701640116,1.8417303876261748,-2.9859898577901864
2025-08-16 00:00:00,117342.04,117898.99,117231.14,117429.63,-0.46980260401938295,-0.024919470337726908,-0.46980260401938295,-0.024919470337726908,-0.44488313368165605
2025-08-16 04:00:00,117429.63,117884.0,117278.0,117596.07,0.6075992198672966,-0.6439069738831362,0.6075992198672966,-0.6439069738831362,1.2515061937504328
2025-08-16 08:00:00,117596.07,117703.92,117143.98,117378.52,0.15047146287518182,-0.005315338508844815,0.15047146287518182,-0.005315338508844815,0.15578680138402662
2025-08-16 12:00:00,117378.52,117825.0,117327.63,117676.7,0.6610645245344635,-0.45366106864474764,0.6610645245344635,-0.45366106864474764,1.114725593179211
2025-08-16 16:00:00,117676.7,117817.65,117629.94,117672.12,1.2583428900479408,-0.8917246143363765,1.2583428900479408,-0.8917246143363765,2.1500675043843174
2025-08-16 20:00:00,117672.13,117713.51,117219.34,117380.66,0.9830641350852611,-0.9580064644730331,0.9830641350852611,-0.9580064644730331,1.9410705995582942
2025-08-17 00:00:00,117380.66,117771.37,117172.21,117684.95,0.5423550457979356,-1.1092225571886443,0.5423550457979356,-1.1092225571886443,1.6515776029865799
2025-08-17 04:00:00,117684.96,118230.82,117684.95,118005.98,-0.06619994290971855,-0.5085220461424727,-0.06619994290971855,-0.5085220461424727,0.4423221032327541
2025-08-17 08:00:00,118005.98,118484.0,117922.0,118308.01,0.4586593027056971,-1.1051521717764063,0.4586593027056971,-1.1051521717764063,1.5638114744821034
2025-08-17 12:00:00,118308.0,118575.0,118059.12,118246.16,0.5459664351984047,-1.2657666909344722,0.5459664351984047,-1.2657666909344722,1.8117331261328768
2025-08-17 16:00:00,118246.15,118316.01,117321.53,117570.07,0.6038802062793965,-1.0369073591549358,0.6038802062793965,-1.0369073591549358,1.6407875654343322
2025-08-17 20:00:00,117570.07,117995.37,117371.65,117405.01,0.5459664351984047,-0.756722081884963,0.5459664351984047,-0.756722081884963,1.3026885170833677
2025-08-18 00:00:00,117405.01,117543.75,115000.0,115319.0,-1.4147908026366651,1.5612052034324266,-1.4147908026366651,1.5612052034324266,-2.9759960060690918
2025-08-18 04:00:00,115319.0,115712.49,114878.71,115205.98,-1.6820216600280966,1.900279355246889,-1.6820216600280966,1.900279355246889,-3.582301015274986
2025-08-18 08:00:00,115205.99,115402.51,114640.14,114947.27,-1.225814687750713,1.846998944944731,-1.225814687750713,1.846998944944731,-3.072813632695444
2025-08-18 12:00:00,114947.27,116186.97,114825.0,116145.34,-0.5645836384170462,0.5919521126071695,-0.5645836384170462,0.5919521126071695,-1.1565357510242156
2025-08-18 16:00:00,116145.34,116800.0,115818.86,116313.99,-0.47366511652385157,0.8016831822511172,-0.47366511652385157,0.8016831822511172,-1.275348298774969
2025-08-18 20:00:00,116314.0,116980.0,115980.32,116227.05,0.9744542000907663,-0.6921397663671963,0.9744542000907663,-0.6921397663671963,1.6665939664579628
2025-08-19 00:00:00,116227.05,116725.69,114787.23,114810.0,1.2342470303063977,-0.6670121470269301,1.2342470303063977,-0.6670121470269301,1.9012591773333278
2025-08-19 04:00:00,114810.01,115483.24,114366.0,114978.14,2.3891502273865215,-1.576322651843985,2.3891502273865215,-1.576322651843985,3.9654728792305063
2025-08-19 08:00:00,114978.15,115650.0,114804.0,115508.71,0.4222942855970248,-0.007915626475744866,0.4222942855970248,-0.007915626475744866,0.43020991207276965
2025-08-19 12:00:00,115508.71,115875.84,113587.68,113786.38,-1.1116015084001936,1.1438079987064844,-1.1116015084001936,1.1438079987064844,-2.2554095071066778
2025-08-19 16:00:00,113786.39,113897.58,112767.06,113132.48,-1.6820216600280966,1.900279355246889,-1.6820216600280966,1.900279355246889,-3.582301015274986
2025-08-19 20:00:00,113132.49,113589.48,112732.58,112872.94,-1.652819630505115,2.1477485911032566,-1.652819630505115,2.1477485911032566,-3.800568221608372
2025-08-20 00:00:00,112872.95,113636.13,112566.01,113525.91,0.5871625824984422,-0.09866227745130093,0.5871625824984422,-0.09866227745130093,0.6858248599497432
2025-08-20 04:00:00,113525.9,113837.93,113432.0,113490.13,1.2713773749701325,-1.2069033094092663,1.2713773749701325,-1.2069033094092663,2.4782806843793987
2025-08-20 08:00:00,113490.14,114016.77,113060.08,113666.68,-0.4115420438900064,0.33650356171512286,-0.4115420438900064,0.33650356171512286,-0.7480456056051292
2025-08-20 12:00:00,113666.69,114326.35,112380.0,113353.94,-0.31668926003406783,-0.24839977504848287,-0.31668926003406783,-0.24839977504848287,-0.06828948498558496
2025-08-20 16:00:00,113353.94,114444.0,113264.01,114276.66,0.20683066235995676,-0.6039679103392565,0.20683066235995676,-0.6039679103392565,0.8107985726992132
2025-08-20 20:00:00,114276.66,114615.38,114000.0,114271.24,1.1907190256120528,-1.6146131668075427,1.1907190256120528,-1.6146131668075427,2.8053321924195957
2025-08-21 00:00:00,114271.23,114821.76,113906.01,113954.62,0.3272501698523161,-0.3312860784116765,0.3272501698523161,-0.3312860784116765,0.6585362482639926
2025-08-21 04:00:00,113954.62,114033.84,113582.43,113896.03,0.6038802062793965,-1.0369073591549358,0.6038802062793965,-1.0369073591549358,1.6407875654343322
2025-08-21 08:00:00,113896.03,113990.0,113000.0,113148.66,0.9073206236198678,-0.5504920535559272,0.9073206236198678,-0.5504920535559272,1.457812677175795
2025-08-21 12:00:00,113148.65,113995.11,112608.64,112792.08,-1.1537662733871097,1.4960025577787686,-1.1537662733871097,1.4960025577787686,-2.6497688311658782
2025-08-21 16:00:00,112792.08,112969.47,112015.67,112193.71,-1.8228658466462824,1.9490390034628005,-1.8228658466462824,1.9490390034628005,-3.771904850109083
2025-08-21 20:00:00,112193.71,112870.94,112067.46,112500.0,0.9239545396995008,-0.35382190745814124,0.9239545396995008,-0.35382190745814124,1.277776447157642
